age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,actual_emi_eligibility,predicted_emi_eligibility,prediction_correct,prediction_error
38.0,Female,Married,Post Graduate,26000.0,Government,0.5,Large Indian,Own,19014.0,5,4,3300.0,0.0,3200.0,5500.0,3800.0,No,0.0,763.0,97700.0,42700.0,Personal Loan EMI,116000.0,44,Eligible,6120.0,Eligible,High_Risk,False,True
32.0,Female,Single,Graduate,26800.0,Private,8.2,Mid-size,Rented,5900.0,1,0,0.0,0.0,2600.0,4400.0,1400.0,Yes,7100.0,775.0,188000.0,93900.0,E-commerce Shopping EMI,45000.0,23,High_Risk,2494.8,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Professional,83900.0,Private,4.4,Startup,Own,0.0,3,2,9900.0,0.0,4800.0,16100.0,10600.0,Yes,17700.0,714.0,152300.0,77900.0,Home Appliances EMI,163000.0,33,High_Risk,6944.0,High_Risk,Eligible,False,True
38.0,Male,Married,Graduate,51700.0,Private,10.3,Small,Family,0.0,4,3,0.0,0.0,5600.0,9000.0,5200.0,No,0.0,723.0,100800.0,41900.0,Personal Loan EMI,378000.0,50,High_Risk,12760.0,High_Risk,Eligible,False,True
48.0,Female,Married,Professional,140500.0,Self-employed,5.5,Small,Own,0.0,4,3,0.0,0.0,16400.0,30200.0,27400.0,Yes,20100.0,753.0,1108000.0,386800.0,Home Appliances EMI,186000.0,11,High_Risk,19293.12,High_Risk,Not_Eligible,False,True
48.0,Female,Married,Post Graduate,108300.0,Private,15.1,Mid-size,Family,23176.0,3,2,10100.0,0.0,8600.0,19300.0,21100.0,Yes,26700.0,633.0,384200.0,192300.0,Personal Loan EMI,114000.0,22,High_Risk,6300.0,High_Risk,Not_Eligible,False,True
58.0,Male,Married,Professional,66700.0,Private,23.3,MNC,Own,0.0,3,2,0.0,0.0,6100.0,17900.0,12900.0,No,0.0,742.0,124500.0,73200.0,Personal Loan EMI,371000.0,50,High_Risk,11920.0,High_Risk,Eligible,False,True
27.0,Male,Single,Graduate,95300.0,Government,3.3,Large Indian,Family,0.0,1,0,0.0,0.0,5000.0,27000.0,14600.0,Yes,11700.0,754.0,127800.0,60700.0,Personal Loan EMI,390000.0,48,High_Risk,13675.2,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,44700.0,Private,5.4,MNC,Own,0.0,5,4,2400.0,0.0,6000.0,8800.0,5500.0,Yes,9100.0,681.0,348500.0,121600.0,Home Appliances EMI,112000.0,25,Not_Eligible,4966.5,Not_Eligible,High_Risk,False,True
58.0,Male,Married,Professional,81500.0,Government,1.1,Startup,Own,0.0,3,2,0.0,0.0,11600.0,19300.0,7400.0,No,0.0,850.0,128300.0,65100.0,Personal Loan EMI,656000.0,59,High_Risk,20736.0,High_Risk,Eligible,False,True
58.0,Female,Married,Post Graduate,104500.0,Private,7.5,MNC,Family,0.0,3,2,0.0,0.0,11600.0,22900.0,12300.0,No,0.0,677.0,425100.0,130100.0,Vehicle EMI,1361000.0,78,High_Risk,28850.0,High_Risk,Eligible,False,True
48.0,Female,Married,Post Graduate,54100.0,Government,6.7,Large Indian,Family,0.0,3,2,0.0,0.0,3500.0,15300.0,9500.0,Yes,11900.0,782.0,368200.0,89300.0,Personal Loan EMI,115000.0,19,High_Risk,7063.98,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Graduate,75600.0,Private,0.6,Startup,Own,0.0,4,3,0.0,23300.0,6400.0,19100.0,13000.0,No,0.0,712.0,131600.0,74200.0,Vehicle EMI,115000.0,37,High_Risk,4416.0,High_Risk,Eligible,False,True
32.0,Female,Married,Graduate,35900.0,Government,0.5,Mid-size,Family,0.0,3,2,4600.0,0.0,2100.0,8200.0,6100.0,No,0.0,783.0,93700.0,26900.0,E-commerce Shopping EMI,131000.0,21,Eligible,8940.0,Eligible,High_Risk,False,True
32.0,Male,Single,Graduate,75300.0,Private,1.1,Mid-size,Own,0.0,1,0,0.0,0.0,5700.0,15600.0,5600.0,No,0.0,716.0,183900.0,51900.0,Vehicle EMI,954000.0,52,High_Risk,24200.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Graduate,52700.0,Private,10.0,Startup,Rented,15600.0,2,1,12000.0,0.0,6600.0,8000.0,3500.0,No,0.0,715.0,317400.0,187900.0,Personal Loan EMI,70000.0,31,Eligible,3850.0,Eligible,High_Risk,False,True
32.0,Male,Married,High School,80400.0,Government,10.0,Large Indian,Family,0.0,2,1,0.0,0.0,10600.0,13100.0,5700.0,No,0.0,845.0,360400.0,124300.0,Personal Loan EMI,369000.0,12,Not_Eligible,33660.0,Not_Eligible,High_Risk,False,True
38.0,Male,Married,Graduate,72800.0,Private,4.3,Startup,Rented,16300.0,3,2,11400.0,0.0,7700.0,21400.0,8700.0,No,0.0,795.0,277900.0,161500.0,Home Appliances EMI,95000.0,35,Eligible,4380.0,Eligible,High_Risk,False,True
48.0,Male,Married,Professional,141800.0,Private,1.4,MNC,Own,0.0,4,3,3700.0,0.0,7800.0,39400.0,9500.0,Yes,29500.0,615.0,1109800.0,516300.0,E-commerce Shopping EMI,147000.0,10,High_Risk,15985.2,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Graduate,23100.0,Government,9.4,Large Indian,Rented,7300.0,3,2,0.0,0.0,3000.0,4100.0,2700.0,No,0.0,798.0,168800.0,40500.0,Home Appliances EMI,89000.0,24,High_Risk,4356.0,High_Risk,Not_Eligible,False,True
48.0,Female,Married,Post Graduate,56000.0,Self-employed,16.6,MNC,Own,0.0,3,2,4800.0,0.0,8400.0,9800.0,5400.0,Yes,5800.0,655.0,174600.0,71100.0,Home Appliances EMI,163000.0,27,Not_Eligible,6867.0,Not_Eligible,High_Risk,False,True
38.0,Male,Married,Graduate,20000.0,Government,5.4,MNC,Own,0.0,3,2,0.0,0.0,1500.0,3000.0,1100.0,No,0.0,836.0,145200.0,31900.0,E-commerce Shopping EMI,127000.0,18,Eligible,10454.4,Eligible,High_Risk,False,True
32.0,Male,Single,High School,36700.0,Private,4.2,Large Indian,Family,0.0,1,0,0.0,0.0,4900.0,6700.0,7200.0,No,0.0,756.0,291300.0,101500.0,Home Appliances EMI,172000.0,16,High_Risk,11814.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Graduate,40400.0,Private,0.5,Large Indian,Rented,7500.0,3,2,2700.0,0.0,3100.0,7700.0,2800.0,No,0.0,697.0,68200.0,35100.0,E-commerce Shopping EMI,74000.0,15,Not_Eligible,5312.0,Not_Eligible,High_Risk,False,True
48.0,Female,Married,Graduate,31900.0,Private,3.7,Large Indian,Own,0.0,4,3,0.0,0.0,3900.0,4800.0,1700.0,Yes,7000.0,667.0,26800.0,6000.0,E-commerce Shopping EMI,27000.0,8,High_Risk,4060.0,High_Risk,Eligible,False,True
48.0,Male,Single,Professional,62300.0,Government,1.5,MNC,Own,0.0,2,1,6000.0,0.0,5400.0,12200.0,6300.0,No,0.0,748.0,211300.0,83900.0,Vehicle EMI,434000.0,31,High_Risk,16200.0,High_Risk,Not_Eligible,False,True
32.0,Male,Single,Graduate,33300.0,Private,4.1,Large Indian,Family,0.0,1,0,0.0,0.0,3000.0,7800.0,3900.0,No,0.0,688.0,181400.0,66500.0,Home Appliances EMI,177000.0,27,High_Risk,9300.0,High_Risk,Eligible,False,True
27.0,Female,Single,Graduate,71600.0,Private,4.9,Large Indian,Rented,22300.0,1,0,0.0,0.0,6000.0,17100.0,6000.0,Yes,9400.0,666.0,431400.0,173000.0,Home Appliances EMI,65000.0,22,Eligible,4158.0,Eligible,High_Risk,False,True
32.0,Female,Married,Post Graduate,48600.0,Government,3.0,MNC,Rented,11500.0,5,4,0.0,0.0,3700.0,12000.0,9700.0,No,0.0,752.0,317100.0,140100.0,Vehicle EMI,425000.0,72,High_Risk,8494.2,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Post Graduate,55600.0,Government,2.4,MNC,Rented,12200.0,4,3,9800.0,0.0,5700.0,9400.0,6200.0,No,0.0,716.0,237500.0,82200.0,E-commerce Shopping EMI,125000.0,23,Not_Eligible,6150.0,Not_Eligible,High_Risk,False,True
27.0,Male,Single,High School,32900.0,Self-employed,1.0,Mid-size,Family,0.0,1,0,0.0,0.0,4200.0,5600.0,3300.0,Yes,7400.0,692.0,95600.0,36100.0,Education EMI,88000.0,33,High_Risk,3906.0,High_Risk,Eligible,False,True
38.0,Male,Married,Graduate,83400.0,Government,2.1,Large Indian,Family,0.0,4,3,2200.0,9900.0,10800.0,20600.0,6000.0,Yes,12400.0,717.0,471700.0,173000.0,Education EMI,141000.0,20,Not_Eligible,7525.0,Not_Eligible,High_Risk,False,True
27.0,Female,Married,Graduate,42200.0,Private,5.0,Mid-size,Family,15940.0,3,2,0.0,0.0,2500.0,6700.0,3200.0,Yes,6000.0,594.0,119600.0,60300.0,Education EMI,165000.0,44,Eligible,6664.0,Eligible,Not_Eligible,False,True
38.0,Male,Married,Graduate,75800.0,Private,1.2,Mid-size,Family,0.0,4,3,0.0,0.0,5100.0,20400.0,14800.0,No,0.0,761.0,174000.0,94200.0,E-commerce Shopping EMI,147000.0,8,High_Risk,21300.0,High_Risk,Not_Eligible,False,True
38.0,M,Married,Graduate,42400.0,Private,0.5,Small,Family,0.0,3,2,0.0,0.0,2800.0,6500.0,4200.0,No,0.0,744.0,105100.0,55900.0,Education EMI,301000.0,32,High_Risk,11560.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Graduate,65900.0,Private,0.5,Large Indian,Family,0.0,3,2,13800.0,0.0,8300.0,13000.0,5300.0,No,0.0,709.0,131200.0,40200.0,Education EMI,176000.0,31,High_Risk,8160.0,High_Risk,Eligible,False,True
32.0,Male,Married,Graduate,86900.0,Private,0.5,Large Indian,Own,0.0,3,2,0.0,0.0,6500.0,15700.0,4800.0,No,0.0,774.0,160300.0,78300.0,Vehicle EMI,1213000.0,84,High_Risk,23001.6,High_Risk,Eligible,False,True
38.0,Male,Married,Post Graduate,60800.0,Self-employed,0.5,Large Indian,Own,0.0,3,2,0.0,0.0,8800.0,11200.0,3300.0,No,0.0,723.0,66400.0,22200.0,Education EMI,375000.0,33,Not_Eligible,13500.0,Not_Eligible,High_Risk,False,True
32.0,Female,Married,Graduate,118800.0,Private,2.2,MNC,Rented,23900.0,3,2,6100.0,7400.0,12900.0,28900.0,13100.0,Yes,13900.0,576.0,678500.0,264300.0,E-commerce Shopping EMI,16000.0,5,High_Risk,3528.0,High_Risk,Not_Eligible,False,True
32.0,Male,Married,Post Graduate,95000.0,Self-employed,4.8,MNC,Own,0.0,2,1,13300.0,16000.0,6600.0,16000.0,18600.0,No,0.0,727.0,140800.0,38400.0,Education EMI,247000.0,34,Not_Eligible,8820.0,Not_Eligible,High_Risk,False,True
48.0,Male,Single,High School,42400.0,Private,2.6,Small,Own,0.0,3,2,0.0,0.0,6100.0,10900.0,4400.0,Yes,12600.0,756.0,162100.0,49600.0,Vehicle EMI,128000.0,55,High_Risk,3528.0,High_Risk,Eligible,False,True
32.0,Male,Married,Post Graduate,65700.0,Private,3.7,Large Indian,Family,0.0,3,2,8800.0,14000.0,6000.0,16800.0,10300.0,No,0.0,714.0,34700.0,17700.0,Home Appliances EMI,44000.0,13,High_Risk,3920.0,High_Risk,Not_Eligible,False,True
32.0,Male,Married,Graduate,16000.0,Government,0.5,Startup,Family,0.0,3,2,0.0,0.0,1500.0,4500.0,1300.0,Yes,3500.0,850.0,19400.0,7600.0,Home Appliances EMI,33000.0,26,High_Risk,1747.2,High_Risk,Eligible,False,True
32.0,Female,Married,Post Graduate,69100.0,Private,7.5,Large Indian,Family,0.0,3,2,0.0,0.0,4000.0,15700.0,6800.0,No,0.0,634.0,476000.0,192200.0,Education EMI,358000.0,21,Not_Eligible,18744.0,Not_Eligible,High_Risk,False,True
48.0,Female,Married,Post Graduate,62900.0,Government,6.0,MNC,Own,0.0,4,3,11200.0,0.0,4700.0,13500.0,5900.0,No,0.0,850.0,122100.0,37800.0,E-commerce Shopping EMI,192000.0,16,High_Risk,14572.8,High_Risk,Eligible,False,True
27.0,Female,Single,Professional,90800.0,Private,0.6,MNC,Own,0.0,2,1,0.0,17400.0,11500.0,24200.0,9300.0,No,0.0,800.0,371800.0,220600.0,E-commerce Shopping EMI,65000.0,6,High_Risk,13632.0,High_Risk,Eligible,False,True
38.0,Female,Married,Professional,47900.0,Private,2.5,Large Indian,Own,0.0,4,3,10000.0,0.0,7200.0,13600.0,7200.0,No,0.0,789.0,96800.0,46300.0,Vehicle EMI,166000.0,43,Eligible,5940.0,Eligible,High_Risk,False,True
38.0,Male,Married,Post Graduate,58100.0,Government,4.4,MNC,Rented,9700.0,3,2,0.0,0.0,6000.0,9000.0,4600.0,No,0.0,684.0,63400.0,18200.0,E-commerce Shopping EMI,185000.0,17,High_Risk,12672.0,High_Risk,Not_Eligible,False,True
58.0,Female,Married,Graduate,48400.0,Private,18.6,Large Indian,Own,0.0,3,2,3600.0,0.0,4500.0,10100.0,4100.0,No,0.0,779.0,252500.0,140300.0,Vehicle EMI,885000.0,78,High_Risk,15660.0,High_Risk,Not_Eligible,False,True
48.0,Female,Married,Graduate,51900.0,Government,5.7,Mid-size,Own,0.0,4,3,0.0,7100.0,6300.0,12500.0,7200.0,Yes,10500.0,787.0,381500.0,221300.0,Education EMI,86000.0,28,High_Risk,4218.06,High_Risk,Eligible,False,True
38.0,Male,Married,High School,53800.0,Government,0.5,MNC,Rented,8600.0,5,4,0.0,0.0,6200.0,14500.0,10400.0,No,0.0,779.0,271000.0,81700.0,E-commerce Shopping EMI,104000.0,17,High_Risk,8460.0,High_Risk,Eligible,False,True
32.0,Female,Married,Graduate,124500.0,Private,2.7,Large Indian,Rented,27700.0,3,2,8200.0,0.0,6500.0,37100.0,7300.0,No,0.0,685.0,195900.0,78300.0,Home Appliances EMI,182000.0,15,High_Risk,15080.0,High_Risk,Eligible,False,True
32.0,Female,Single,Graduate,75500.0,Government,0.5,MNC,Rented,20600.0,1,0,0.0,0.0,7400.0,15800.0,5600.0,Yes,10300.0,741.0,394900.0,110400.0,Education EMI,119000.0,25,High_Risk,5530.0,High_Risk,Not_Eligible,False,True
38.0,Male,Single,Graduate,54100.0,Self-employed,1.1,MNC,Own,0.0,1,0,0.0,0.0,8100.0,9000.0,5500.0,No,0.0,652.0,431500.0,181800.0,Vehicle EMI,907000.0,80,High_Risk,15592.5,High_Risk,Not_Eligible,False,True
27.0,Male,Single,Post Graduate,99700.0,Private,0.5,Mid-size,Own,0.0,3,2,13900.0,24700.0,5400.0,19600.0,5100.0,No,0.0,752.0,661100.0,145900.0,Education EMI,475000.0,37,High_Risk,16368.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Professional,120400.0,Private,9.1,Mid-size,Own,0.0,3,2,7500.0,0.0,10300.0,21800.0,16100.0,No,0.0,826.0,229200.0,116900.0,E-commerce Shopping EMI,150000.0,5,Not_Eligible,31056.0,Not_Eligible,High_Risk,False,True
38.0,Female,Married,Professional,94400.0,Private,3.6,Large Indian,Rented,16400.0,5,4,0.0,18500.0,5500.0,18200.0,14400.0,No,0.0,794.0,591800.0,281500.0,Home Appliances EMI,297000.0,25,High_Risk,14124.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Professional,109400.0,Private,2.2,Large Indian,Own,0.0,2,1,11700.0,21800.0,15400.0,16500.0,14600.0,Yes,23800.0,637.0,366500.0,137400.0,Home Appliances EMI,41000.0,36,High_Risk,1568.0,High_Risk,Eligible,False,True
38.0,Male,Married,Professional,39700.0,Government,0.5,MNC,Family,0.0,4,3,9200.0,0.0,4200.0,6800.0,6500.0,No,0.0,768.0,69700.0,31800.0,Education EMI,71000.0,15,High_Risk,6240.0,High_Risk,Eligible,False,True
32.0,Male,Married,Post Graduate,103400.0,Private,3.0,Startup,Own,0.0,3,2,3500.0,9600.0,7200.0,19500.0,13000.0,Yes,25400.0,743.0,781600.0,382700.0,E-commerce Shopping EMI,141000.0,20,High_Risk,9702.0,High_Risk,Eligible,False,True
27.0,Female,Married,Post Graduate,26000.0,Government,5.0,Mid-size,Own,0.0,3,2,0.0,0.0,1800.0,5700.0,2000.0,No,0.0,626.0,179900.0,43700.0,Personal Loan EMI,123000.0,18,High_Risk,7986.0,High_Risk,Not_Eligible,False,True
48.0,Female,Married,Post Graduate,51700.0,Private,7.6,MNC,Rented,19000.0,3,2,8400.0,0.0,15900.0,25900.0,15500.0,No,0.0,805.0,216900.0,83500.0,E-commerce Shopping EMI,91000.0,15,Eligible,16416.0,Eligible,Not_Eligible,False,True
58.0,Female,Married,Graduate,58800.0,Government,18.6,Mid-size,Family,0.0,3,2,4600.0,0.0,8400.0,10400.0,6000.0,No,0.0,722.0,65900.0,19800.0,Vehicle EMI,423000.0,39,High_Risk,12936.0,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Post Graduate,90500.0,Private,2.8,Large Indian,Family,0.0,3,2,7100.0,0.0,5300.0,22700.0,17400.0,No,0.0,770.0,401200.0,149100.0,Personal Loan EMI,510000.0,36,High_Risk,22800.0,High_Risk,Eligible,False,True
32.0,Male,Married,Graduate,58200.0,Private,3.9,Large Indian,Rented,10800.0,2,1,0.0,0.0,6400.0,16300.0,9300.0,No,0.0,613.0,376700.0,168400.0,Personal Loan EMI,211000.0,60,Eligible,6776.0,Eligible,High_Risk,False,True
38.0,Female,Single,Graduate,23900.0,Government,1.8,Mid-size,Own,21320.0,1,0,0.0,0.0,1600.0,3600.0,3600.0,Yes,3100.0,662.0,63400.0,31800.0,Personal Loan EMI,69000.0,56,Eligible,4200.0,Eligible,Not_Eligible,False,True
58.0,Male,Married,Graduate,60800.0,Government,36.0,Startup,Own,0.0,2,1,0.0,0.0,7900.0,12800.0,9300.0,Yes,13300.0,709.0,181400.0,43900.0,E-commerce Shopping EMI,52000.0,11,Eligible,6737.5,Eligible,High_Risk,False,True
38.0,Female,Married,Professional,150000.0,Government,4.5,MNC,Own,0.0,3,2,0.0,0.0,22100.0,32100.0,26600.0,No,0.0,755.0,146700.0,61400.0,Education EMI,409000.0,13,High_Risk,36537.6,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Post Graduate,75100.0,Private,0.8,Large Indian,Own,0.0,3,2,0.0,0.0,4100.0,21300.0,4200.0,Yes,13600.0,604.0,353000.0,174700.0,E-commerce Shopping EMI,129000.0,20,Not_Eligible,7145.6,Not_Eligible,High_Risk,False,True
27.0,Male,Single,Graduate,60100.0,Self-employed,0.8,Large Indian,Own,0.0,3,2,12100.0,7800.0,5700.0,10200.0,7200.0,Yes,8600.0,701.0,429400.0,226700.0,E-commerce Shopping EMI,41000.0,21,High_Risk,2356.2,High_Risk,Eligible,False,True
38.0,Female,Single,Post Graduate,71300.0,Private,5.5,MNC,Rented,14100.0,2,1,3600.0,0.0,8000.0,13200.0,12800.0,No,0.0,784.0,506500.0,199500.0,Education EMI,440000.0,44,High_Risk,12936.0,High_Risk,Not_Eligible,False,True
58.0,Female,Married,Professional,132900.0,Private,22.5,MNC,Own,0.0,4,3,9400.0,0.0,8000.0,22000.0,23700.0,No,0.0,790.0,1007800.0,437800.0,Personal Loan EMI,998000.0,28,High_Risk,46068.0,High_Risk,Not_Eligible,False,True
27.0,Male,Single,Graduate,20000.0,Government,0.5,Mid-size,Own,0.0,1,0,0.0,0.0,1200.0,5600.0,2900.0,No,0.0,728.0,118400.0,29900.0,Personal Loan EMI,150000.0,50,High_Risk,5150.0,High_Risk,Eligible,False,True
38.0,Female,Married,Post Graduate,66400.0,Private,5.7,Large Indian,Family,0.0,5,4,0.0,0.0,8700.0,13700.0,11500.0,No,0.0,785.0,56700.0,32800.0,Education EMI,344000.0,32,High_Risk,15600.0,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,67000.0,Private,26.0,Startup,Family,0.0,4,3,14300.0,0.0,8800.0,17000.0,5500.0,No,0.0,833.0,323900.0,146300.0,Education EMI,396000.0,38,Not_Eligible,12840.0,Not_Eligible,High_Risk,False,True
27.0,Male,Single,Professional,97600.0,Private,2.9,Large Indian,Family,0.0,2,1,0.0,0.0,10700.0,27500.0,14300.0,No,0.0,586.0,239500.0,85700.0,Education EMI,470000.0,32,High_Risk,18040.0,High_Risk,Not_Eligible,False,True
58.0,Male,Married,Graduate,92700.0,Government,2.4,Large Indian,Family,0.0,4,3,11200.0,0.0,6600.0,15800.0,6900.0,No,0.0,776.0,206200.0,50600.0,Vehicle EMI,617000.0,31,Eligible,31320.0,Eligible,High_Risk,False,True
48.0,Male,Married,Professional,67800.0,Private,12.0,Large Indian,Rented,12200.0,2,1,0.0,0.0,7500.0,13100.0,10800.0,No,0.0,631.0,71200.0,28500.0,Personal Loan EMI,250000.0,56,High_Risk,7744.0,High_Risk,Eligible,False,True
38.0,Male,Single,Professional,59000.0,Private,3.1,Startup,Family,0.0,1,0,0.0,0.0,5100.0,17400.0,11700.0,No,0.0,648.0,52200.0,30800.0,Vehicle EMI,420000.0,65,Not_Eligible,7936.0,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Post Graduate,70700.0,Government,3.2,Large Indian,Rented,17500.0,2,1,0.0,0.0,4900.0,16500.0,5300.0,Yes,10800.0,696.0,485500.0,179300.0,E-commerce Shopping EMI,81000.0,18,Eligible,6648.95,Eligible,High_Risk,False,True
32.0,Female,Married,Professional,79800.0,Government,3.3,MNC,Rented,17700.0,4,3,0.0,18900.0,8000.0,13200.0,5400.0,No,0.0,850.0,159500.0,41700.0,Home Appliances EMI,131000.0,20,High_Risk,8764.8,High_Risk,Eligible,False,True
27.0,Female,Single,Post Graduate,85600.0,Private,1.6,Large Indian,Own,0.0,1,0,0.0,0.0,10700.0,16100.0,15600.0,No,0.0,732.0,165500.0,40800.0,E-commerce Shopping EMI,123000.0,8,High_Risk,17280.0,High_Risk,Eligible,False,True
38.0,Male,Single,Professional,69700.0,Private,11.1,Large Indian,Own,0.0,1,0,0.0,0.0,5000.0,19500.0,11200.0,Yes,16800.0,581.0,101400.0,34400.0,Education EMI,70000.0,23,High_Risk,3852.8,High_Risk,Eligible,False,True
38.0,Female,Married,Graduate,65200.0,Private,3.0,Startup,Rented,0.0,4,3,9700.0,0.0,5700.0,13300.0,11800.0,No,0.0,728.0,404400.0,155500.0,Home Appliances EMI,105000.0,20,High_Risk,6270.0,High_Risk,Eligible,False,True
32.0,Male,Married,Graduate,46700.0,Private,6.5,Mid-size,Own,0.0,4,3,0.0,0.0,3200.0,10300.0,4900.0,No,0.0,651.0,164700.0,66000.0,E-commerce Shopping EMI,120000.0,12,Eligible,14150.0,Eligible,High_Risk,False,True
38.0,Female,Married,Graduate,51700.0,Private,1.4,Mid-size,Own,0.0,3,2,0.0,0.0,7800.0,15400.0,10400.0,Yes,15400.0,566.0,522300.0,309200.0,Home Appliances EMI,153000.0,26,Not_Eligible,6006.0,Not_Eligible,High_Risk,False,True
38.0,Female,Married,Graduate,60200.0,Self-employed,0.5,Mid-size,Own,0.0,3,2,0.0,0.0,7900.0,15800.0,6600.0,No,0.0,643.0,238700.0,51300.0,Education EMI,332000.0,39,High_Risk,10764.0,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Post Graduate,78200.0,Private,2.6,Large Indian,Family,0.0,3,2,5900.0,0.0,9900.0,21300.0,7800.0,No,0.0,636.0,500700.0,198900.0,Personal Loan EMI,588000.0,59,Not_Eligible,14652.0,Not_Eligible,High_Risk,False,True
32.0,Male,Married,High School,67300.0,Private,0.5,Large Indian,Own,0.0,4,3,14400.0,0.0,9300.0,18300.0,4500.0,No,0.0,649.0,100000.0,31000.0,Education EMI,120000.0,29,High_Risk,5324.8,High_Risk,Eligible,False,True
38.0,Male,Married,Post Graduate,40200.0,Private,3.0,Large Indian,Own,0.0,3,2,4600.0,0.0,5200.0,8600.0,6100.0,No,0.0,630.0,172200.0,87900.0,Education EMI,209000.0,42,Not_Eligible,6280.0,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Graduate,21600.0,Government,3.6,Startup,Own,0.0,5,4,0.0,0.0,2000.0,4100.0,1300.0,No,0.0,751.0,195900.0,32300.0,Education EMI,285000.0,47,Eligible,10309.2,Eligible,High_Risk,False,True
27.0,Female,Single,Graduate,64500.0,Government,0.7,Large Indian,Own,0.0,2,1,8600.0,0.0,8300.0,13200.0,7000.0,Yes,18200.0,777.0,215300.0,69700.0,Education EMI,68000.0,26,Eligible,3864.0,Eligible,High_Risk,False,True
48.0,Male,Married,Graduate,60500.0,Government,5.9,Large Indian,Family,0.0,4,3,0.0,11900.0,3600.0,11900.0,11900.0,No,0.0,725.0,421900.0,111100.0,E-commerce Shopping EMI,182000.0,16,High_Risk,12826.0,High_Risk,Not_Eligible,False,True
32.0,Male,Married,Graduate,54200.0,Private,1.3,Large Indian,Own,0.0,4,3,5900.0,0.0,4700.0,15800.0,9500.0,No,0.0,725.0,375800.0,175200.0,E-commerce Shopping EMI,144000.0,16,High_Risk,10065.0,High_Risk,Not_Eligible,False,True
48.0,Female,Married,Graduate,51700.0,Private,6.4,Large Indian,Own,0.0,3,2,14700.0,0.0,4700.0,8800.0,3800.0,No,0.0,716.0,123800.0,52200.0,Home Appliances EMI,54000.0,10,Not_Eligible,4500.0,Not_Eligible,Eligible,False,True
27.0,Female,Married,Post Graduate,100500.0,Private,0.5,Small,Family,0.0,3,2,0.0,0.0,11100.0,28800.0,9600.0,No,0.0,701.0,398000.0,141000.0,Home Appliances EMI,213000.0,10,High_Risk,24480.0,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Professional,128800.0,Private,8.9,Mid-size,Family,0.0,3,2,6800.0,0.0,9600.0,30300.0,10200.0,Yes,35200.0,619.0,869600.0,520000.0,Education EMI,192000.0,20,High_Risk,11303.6,High_Risk,Not_Eligible,False,True
48.0,male,Married,Post Graduate,58300.0,Private,21.4,MNC,Family,0.0,4,3,9100.0,11100.0,6900.0,11100.0,6600.0,No,0.0,835.0,441300.0,192600.0,Education EMI,64000.0,10,Eligible,8910.0,Eligible,High_Risk,False,True
32.0,Male,Married,Graduate,55200.0,Private,6.2,Mid-size,Family,8620.0,3,2,0.0,0.0,6800.0,12200.0,8000.0,No,0.0,612.0,358900.0,149000.0,Vehicle EMI,377000.0,59,Eligible,12408.0,Eligible,High_Risk,False,True
32.0,Male,Married,Graduate,20000.0,Private,0.5,Large Indian,Rented,3200.0,5,4,0.0,0.0,1800.0,3600.0,3900.0,No,0.0,695.0,126100.0,74000.0,E-commerce Shopping EMI,66000.0,24,High_Risk,3300.0,High_Risk,Not_Eligible,False,True
58.0,Male,Married,Graduate,44600.0,Self-employed,2.8,Mid-size,Rented,0.0,4,3,0.0,0.0,6100.0,11100.0,2900.0,Yes,4600.0,701.0,211800.0,123500.0,Personal Loan EMI,185000.0,40,Not_Eligible,1814.4,Not_Eligible,High_Risk,False,True
58.0,Male,Married,Graduate,40000.0,Private,9.3,Large Indian,Rented,9900.0,4,3,0.0,0.0,4700.0,10000.0,6600.0,No,0.0,767.0,195900.0,37300.0,Vehicle EMI,225000.0,74,High_Risk,4224.0,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,115600.0,Private,4.1,MNC,Rented,37700.0,3,2,4800.0,0.0,7800.0,21400.0,22900.0,No,0.0,688.0,142800.0,71300.0,Personal Loan EMI,245000.0,50,High_Risk,8400.0,High_Risk,Eligible,False,True
