age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,actual_class,predicted_class,prediction_correct,error_type,actual_high_risk,predicted_high_risk
27.0,Male,Married,Graduate,69300.0,Government,0.5,Small,Own,0.0,4,3,0.0,0.0,6900.0,20800.0,9200.0,Yes,16400.0,739.0,240200.0,142200.0,Vehicle EMI,514000.0,52,Not_Eligible,5600.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Post Graduate,83900.0,Private,0.5,MNC,Family,0.0,3,2,5100.0,0.0,8800.0,18100.0,15700.0,No,0.0,773.0,370700.0,134200.0,Vehicle EMI,1449000.0,78,Not_Eligible,17376.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Single,Post Graduate,47400.0,Private,2.8,Mid-size,Own,0.0,2,1,0.0,13800.0,5600.0,12600.0,8400.0,No,0.0,758.0,324900.0,150700.0,Home Appliances EMI,126000.0,29,Not_Eligible,4620.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Graduate,47500.0,Private,4.3,Small,Rented,8900.0,3,2,5000.0,0.0,3900.0,8500.0,8300.0,No,0.0,651.0,127200.0,41800.0,Home Appliances EMI,105000.0,11,Not_Eligible,6450.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,65100.0,Private,4.2,MNC,Own,0.0,3,2,8300.0,6000.0,4900.0,10000.0,11300.0,No,0.0,657.0,300000.0,130500.0,E-commerce Shopping EMI,95000.0,14,Eligible,12300.0,Eligible,Eligible,True,Correct,False,False
48.0,Female,Married,Post Graduate,69900.0,Private,11.7,MNC,Family,0.0,3,2,13100.0,0.0,4300.0,19600.0,13600.0,Yes,13900.0,819.0,50100.0,27000.0,Education EMI,79000.0,27,Not_Eligible,1814.4,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Female,Married,Professional,46800.0,Government,1.5,Startup,Rented,10800.0,3,2,13200.0,0.0,3600.0,8000.0,4200.0,No,0.0,702.0,269600.0,83800.0,Personal Loan EMI,209000.0,48,Not_Eligible,3500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Single,High School,47700.0,Private,0.5,MNC,Family,0.0,1,0,0.0,0.0,4600.0,9100.0,6500.0,No,0.0,721.0,303500.0,141400.0,Vehicle EMI,939000.0,34,Not_Eligible,12100.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,68500.0,Government,6.1,Large Indian,Own,0.0,2,1,13200.0,0.0,8500.0,11300.0,6900.0,Yes,10600.0,713.0,39300.0,18100.0,Home Appliances EMI,276000.0,9,Not_Eligible,5544.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,High School,64100.0,Private,4.8,MNC,Family,0.0,1,0,0.0,0.0,6700.0,14000.0,6700.0,No,0.0,766.0,157500.0,49700.0,Personal Loan EMI,224000.0,56,Eligible,22020.0,Eligible,Eligible,True,Correct,False,False
58.0,Male,Single,Post Graduate,57700.0,Private,19.4,Startup,Rented,16600.0,1,0,0.0,0.0,8100.0,13600.0,3100.0,Yes,9300.0,679.0,165400.0,97900.0,Home Appliances EMI,93000.0,21,Not_Eligible,2450.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Single,Post Graduate,105300.0,Private,4.4,Mid-size,Family,0.0,2,1,14200.0,7300.0,8600.0,28500.0,15800.0,No,0.0,774.0,682600.0,322600.0,Vehicle EMI,453000.0,38,Eligible,20394.0,Eligible,Eligible,True,Correct,False,False
38.0,Male,Married,Post Graduate,37500.0,Government,6.7,Small,Rented,7700.0,5,4,14200.0,21800.0,4700.0,9500.0,6600.0,No,0.0,805.0,61600.0,15600.0,Vehicle EMI,220000.0,60,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Professional,61600.0,Private,0.5,Startup,Rented,16500.0,4,3,13400.0,5000.0,3400.0,13900.0,9900.0,No,0.0,691.0,444700.0,206600.0,Education EMI,219000.0,27,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Single,Post Graduate,42600.0,Private,1.8,Small,Own,0.0,1,0,0.0,0.0,5100.0,9200.0,2700.0,No,0.0,684.0,283600.0,169600.0,Education EMI,163000.0,21,Eligible,14080.0,Eligible,Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,88700.0,Self-employed,0.9,Large Indian,Rented,15700.0,4,3,0.0,0.0,5200.0,15100.0,5800.0,No,0.0,668.0,648400.0,282500.0,Education EMI,218000.0,48,Eligible,23215.5,Eligible,Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,20000.0,Private,0.5,Mid-size,Family,0.0,3,2,0.0,0.0,1600.0,3800.0,2600.0,No,0.0,756.0,113900.0,49900.0,Home Appliances EMI,58000.0,19,Eligible,5760.0,Eligible,Eligible,True,Correct,False,False
32.0,Female,Married,High School,25100.0,Government,0.5,Mid-size,Family,0.0,4,3,7400.0,0.0,2200.0,4000.0,1800.0,Yes,3900.0,754.0,116200.0,27800.0,Vehicle EMI,306000.0,26,Not_Eligible,2436.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,20000.0,Government,9.9,Large Indian,Family,0.0,3,2,7600.0,0.0,1600.0,5100.0,2200.0,Yes,4100.0,660.0,144800.0,86600.0,Home Appliances EMI,201000.0,20,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,59400.0,Private,0.5,Small,Family,0.0,3,2,13200.0,23700.0,4000.0,12200.0,10400.0,No,0.0,610.0,259900.0,141300.0,Vehicle EMI,849000.0,27,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,High School,46100.0,Private,2.4,Small,Family,0.0,3,2,0.0,0.0,6100.0,11500.0,9100.0,No,0.0,787.0,145700.0,43000.0,Home Appliances EMI,40000.0,8,Eligible,11640.0,Eligible,Eligible,True,Correct,False,False
58.0,Male,Married,Post Graduate,102300.0,Government,2.2,Large Indian,Rented,27400.0,3,2,12600.0,0.0,14500.0,26100.0,15700.0,Yes,21100.0,663.0,248900.0,141400.0,Home Appliances EMI,159000.0,17,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,38400.0,Private,0.6,Large Indian,Family,0.0,2,1,8800.0,0.0,5600.0,5900.0,6100.0,No,0.0,689.0,179900.0,46500.0,Home Appliances EMI,138000.0,18,Not_Eligible,4800.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Professional,111300.0,Private,3.4,MNC,Own,0.0,2,1,13800.0,0.0,12900.0,28300.0,8000.0,No,0.0,718.0,152300.0,80100.0,Home Appliances EMI,208000.0,33,Eligible,19320.0,Eligible,Eligible,True,Correct,False,False
48.0,Male,Married,High School,74500.0,Self-employed,11.7,Mid-size,Rented,20600.0,3,2,0.0,17000.0,4200.0,21300.0,8900.0,Yes,12900.0,692.0,137800.0,45100.0,Personal Loan EMI,339000.0,24,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Graduate,83000.0,Private,33.2,Large Indian,Own,0.0,3,2,0.0,0.0,5800.0,22200.0,7100.0,No,0.0,716.0,269900.0,67500.0,Home Appliances EMI,101000.0,18,Eligible,23950.0,Eligible,Eligible,True,Correct,False,False
58.0,Male,Married,Post Graduate,23400.0,Private,2.4,Large Indian,Family,21866.0,4,3,9900.0,0.0,1400.0,6000.0,3700.0,No,0.0,647.0,141000.0,76900.0,Personal Loan EMI,708000.0,54,Not_Eligible,1056.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Post Graduate,64400.0,Private,5.0,Startup,Rented,19300.0,4,3,0.0,18300.0,3200.0,13300.0,9400.0,Yes,7900.0,763.0,463100.0,211900.0,Personal Loan EMI,946000.0,60,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Graduate,39600.0,Private,2.5,Startup,Rented,7900.0,3,2,0.0,5300.0,2100.0,6500.0,5800.0,No,0.0,699.0,88700.0,51000.0,Home Appliances EMI,201000.0,9,Not_Eligible,6000.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Female,Single,Graduate,93600.0,Private,1.4,Large Indian,Rented,18100.0,2,1,9000.0,0.0,6200.0,14600.0,9000.0,Yes,25100.0,616.0,412400.0,181100.0,Personal Loan EMI,131000.0,44,Not_Eligible,3248.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Graduate,78900.0,Private,13.5,Mid-size,Own,0.0,2,1,8600.0,0.0,6200.0,21700.0,10000.0,No,0.0,714.0,214400.0,44500.0,E-commerce Shopping EMI,81000.0,3,Not_Eligible,16200.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Single,Post Graduate,75500.0,Government,5.8,Large Indian,Rented,12100.0,1,0,0.0,0.0,4600.0,13700.0,14400.0,No,0.0,850.0,183400.0,77300.0,Vehicle EMI,295000.0,41,Eligible,20262.0,Eligible,Eligible,True,Correct,False,False
32.0,Male,Single,Professional,135400.0,Private,7.2,Large Indian,Family,0.0,2,1,7900.0,0.0,10000.0,28300.0,19000.0,No,0.0,592.0,268400.0,124600.0,E-commerce Shopping EMI,178000.0,11,Eligible,22464.0,Eligible,Eligible,True,Correct,False,False
58.0,Male,Married,Graduate,15300.0,Private,31.6,Large Indian,Rented,4200.0,4,3,10700.0,20000.0,1600.0,3100.0,1500.0,Yes,2400.0,600.0,74700.0,19000.0,Vehicle EMI,363000.0,54,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Female,Married,Post Graduate,38100.0,Private,8.8,Large Indian,Rented,9500.0,2,1,14300.0,0.0,5100.0,8700.0,6200.0,Yes,5400.0,632.0,241700.0,52300.0,Vehicle EMI,560000.0,81,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Single,Post Graduate,72100.0,Private,3.5,Large Indian,Rented,12100.0,2,1,0.0,0.0,6300.0,16400.0,12400.0,No,0.0,754.0,61000.0,22800.0,Personal Loan EMI,51000.0,17,Eligible,11952.0,Eligible,Eligible,True,Correct,False,False
38.0,Female,Married,Graduate,58200.0,Self-employed,16.0,Mid-size,Rented,19500.0,4,3,0.0,0.0,6600.0,12600.0,7400.0,No,0.0,754.0,241900.0,113300.0,Education EMI,106000.0,6,Not_Eligible,6534.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Post Graduate,76500.0,Private,0.5,Mid-size,Own,0.0,3,2,8800.0,0.0,7500.0,19900.0,10400.0,No,0.0,743.0,521600.0,202700.0,Home Appliances EMI,159000.0,12,Not_Eligible,13156.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Professional,69300.0,Private,1.9,Large Indian,Rented,23700.0,3,2,3600.0,0.0,7100.0,20200.0,13300.0,No,0.0,748.0,513600.0,285100.0,E-commerce Shopping EMI,128000.0,16,Not_Eligible,770.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Post Graduate,165300.0,Private,26.0,Large Indian,Rented,54500.0,4,3,11100.0,0.0,14900.0,45600.0,31800.0,No,0.0,822.0,1318100.0,541300.0,Vehicle EMI,619000.0,63,Not_Eligible,4884.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,15100.0,Private,2.4,Large Indian,Family,0.0,3,2,0.0,0.0,1900.0,2500.0,800.0,No,0.0,610.0,55200.0,13100.0,Personal Loan EMI,493000.0,29,Not_Eligible,3960.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,High School,44400.0,Private,1.6,MNC,Family,0.0,4,3,3700.0,0.0,6100.0,11400.0,3100.0,No,0.0,662.0,189300.0,59200.0,Home Appliances EMI,86000.0,26,Eligible,10050.0,Eligible,Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,44100.0,Government,1.9,Mid-size,Family,0.0,3,2,12700.0,9000.0,3900.0,11000.0,3000.0,No,0.0,688.0,297700.0,157500.0,E-commerce Shopping EMI,138000.0,18,Not_Eligible,2475.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Single,High School,56200.0,Self-employed,0.6,Mid-size,Own,0.0,2,1,0.0,0.0,4600.0,12300.0,5500.0,No,0.0,745.0,393200.0,113300.0,Vehicle EMI,1438000.0,29,Not_Eligible,16731.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Post Graduate,68600.0,Private,2.1,MNC,Family,0.0,5,4,10700.0,17200.0,4200.0,14000.0,9800.0,No,0.0,752.0,153300.0,32300.0,Education EMI,81000.0,38,Eligible,7620.0,Eligible,Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,92700.0,Private,3.6,MNC,Family,0.0,3,2,0.0,0.0,11300.0,19800.0,13300.0,No,0.0,696.0,92300.0,37300.0,Education EMI,111000.0,8,Eligible,19320.0,Eligible,Eligible,True,Correct,False,False
47.0,Male,Married,Graduate,73170.0,Private,2.8,Mid-size,Own,0.0,3,2,0.0,0.0,8600.0,17900.0,7100.0,Yes,21300.0,641.0,231800.0,115600.0,Education EMI,393000.0,6,Not_Eligible,5376.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,High School,77300.0,Private,2.6,Large Indian,Own,0.0,2,1,0.0,0.0,10400.0,22400.0,10800.0,No,0.0,840.0,558200.0,320100.0,Education EMI,149000.0,17,Eligible,22242.0,Eligible,Eligible,True,Correct,False,False
48.0,Male,Single,Graduate,69900.0,Private,5.6,Large Indian,Rented,16100.0,2,1,2300.0,0.0,4400.0,19100.0,5100.0,No,0.0,760.0,177600.0,42300.0,Vehicle EMI,1270000.0,44,Not_Eligible,13740.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,Graduate,44600.0,Private,2.6,Startup,Rented,7500.0,3,2,2200.0,20900.0,3700.0,11900.0,4100.0,No,0.0,665.0,325400.0,90900.0,Personal Loan EMI,155000.0,54,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Post Graduate,83900.0,Private,0.5,MNC,Own,0.0,4,3,13600.0,0.0,9600.0,18600.0,10100.0,No,0.0,764.0,654800.0,186900.0,Vehicle EMI,790000.0,79,High_Risk,16896.0,High_Risk,Eligible,False,High_Risk -> Eligible,True,False
32.0,Male,Single,Post Graduate,34600.0,Private,1.6,MNC,Rented,10800.0,2,1,0.0,0.0,3900.0,8300.0,2000.0,No,0.0,759.0,270300.0,56800.0,Vehicle EMI,1346000.0,57,Not_Eligible,6336.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Female,Single,High School,16000.0,Government,0.8,MNC,Rented,4400.0,2,1,0.0,11600.0,1100.0,2700.0,3200.0,Yes,4400.0,633.0,23000.0,13700.0,Home Appliances EMI,119000.0,34,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Professional,70500.0,Private,5.9,Mid-size,Own,0.0,2,1,11100.0,15700.0,7900.0,11600.0,8700.0,No,0.0,719.0,376400.0,217800.0,Education EMI,175000.0,25,Not_Eligible,7750.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Female,Married,High School,47500.0,Private,0.5,Mid-size,Own,14789.0,4,3,2300.0,19300.0,6200.0,10200.0,4800.0,No,0.0,717.0,42000.0,21500.0,E-commerce Shopping EMI,183000.0,10,Not_Eligible,1504.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Post Graduate,48200.0,Private,0.5,Startup,Rented,9800.0,2,1,0.0,10200.0,3300.0,11000.0,4600.0,No,0.0,539.0,184300.0,87000.0,Personal Loan EMI,91000.0,48,Not_Eligible,1860.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Post Graduate,119200.0,Private,3.8,Mid-size,Rented,41600.0,3,2,10200.0,0.0,11700.0,26200.0,12100.0,No,0.0,725.0,626200.0,160900.0,Personal Loan EMI,678000.0,33,Not_Eligible,8700.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Single,Graduate,18700.0,Self-employed,6.1,Startup,Own,0.0,1,0,0.0,0.0,2400.0,3000.0,3700.0,No,0.0,685.0,40100.0,17900.0,Education EMI,113000.0,44,Eligible,4320.0,Eligible,Not_Eligible,False,Eligible -> Not_Eligible,False,False
38.0,Female,Married,Graduate,32700.0,Government,4.6,Large Indian,Rented,9900.0,4,3,0.0,0.0,4400.0,6500.0,4600.0,No,0.0,665.0,105400.0,34000.0,Vehicle EMI,91000.0,50,Eligible,4015.0,Eligible,Eligible,True,Correct,False,False
58.0,Male,Married,Professional,62200.0,Government,34.4,Mid-size,Own,0.0,3,2,9900.0,0.0,6900.0,11400.0,4500.0,No,0.0,701.0,305000.0,79200.0,E-commerce Shopping EMI,150000.0,7,Not_Eligible,16225.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Graduate,27200.0,Private,13.7,Mid-size,Rented,7000.0,2,1,12600.0,0.0,1700.0,5000.0,5100.0,No,0.0,764.0,146300.0,42300.0,Vehicle EMI,480000.0,42,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,High School,48100.0,Government,1.2,Large Indian,Own,0.0,3,2,5600.0,5500.0,4700.0,7600.0,4700.0,No,0.0,779.0,335300.0,165600.0,Home Appliances EMI,243000.0,6,Not_Eligible,13200.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,M,Single,High School,46029.0,Private,6.1,Large Indian,Family,0.0,1,0,0.0,0.0,4800.0,11900.0,4600.0,No,0.0,643.0,355900.0,87700.0,Personal Loan EMI,644000.0,38,Not_Eligible,11704.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Graduate,92500.0,Government,12.1,MNC,Rented,28800.0,4,3,2700.0,0.0,11300.0,24000.0,11700.0,Yes,13700.0,806.0,581600.0,236000.0,Home Appliances EMI,240000.0,14,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Professional,122100.0,Private,7.1,MNC,Rented,37200.0,4,3,3500.0,0.0,6900.0,26800.0,14100.0,Yes,30700.0,658.0,642300.0,342700.0,Education EMI,374000.0,24,Not_Eligible,1015.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Female,Single,Post Graduate,63400.0,Private,4.9,Mid-size,Rented,16500.0,1,0,0.0,0.0,3300.0,17800.0,4200.0,No,0.0,578.0,506700.0,150300.0,Personal Loan EMI,890000.0,22,Not_Eligible,9504.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Post Graduate,87500.0,Government,6.8,Mid-size,Own,0.0,4,3,0.0,0.0,11200.0,23300.0,4900.0,Yes,15300.0,754.0,335200.0,179800.0,Personal Loan EMI,567000.0,20,Not_Eligible,15153.6,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,21600.0,Government,3.6,Startup,Own,0.0,5,4,0.0,0.0,2000.0,4100.0,1300.0,No,0.0,751.0,195900.0,32300.0,Education EMI,285000.0,47,Eligible,10309.2,Eligible,High_Risk,False,Eligible -> High_Risk,False,True
32.0,Male,Single,Graduate,41500.0,Private,6.6,Large Indian,Own,0.0,2,1,12200.0,0.0,4500.0,10700.0,4900.0,Yes,11000.0,637.0,69500.0,21400.0,E-commerce Shopping EMI,55000.0,11,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,35300.0,Private,1.2,MNC,Rented,12300.0,4,3,0.0,23600.0,1800.0,6000.0,4000.0,No,0.0,708.0,53100.0,20300.0,E-commerce Shopping EMI,164000.0,19,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Female,Single,Graduate,64500.0,Government,0.7,Large Indian,Own,0.0,2,1,8600.0,0.0,8300.0,13200.0,7000.0,Yes,18200.0,777.0,215300.0,69700.0,Education EMI,68000.0,26,Eligible,3864.0,Eligible,Eligible,True,Correct,False,False
38.0,Female,Married,High School,26700.0,Private,0.6,Large Indian,Rented,6300.0,3,2,5400.0,0.0,3300.0,6000.0,5100.0,Yes,4500.0,630.0,119900.0,43400.0,Vehicle EMI,652000.0,37,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Graduate,27400.0,Private,0.5,Large Indian,Own,0.0,3,2,7400.0,0.0,3800.0,8200.0,2300.0,No,0.0,715.0,100500.0,21400.0,Education EMI,116000.0,14,Not_Eligible,2280.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Professional,50100.0,Private,1.3,Small,Family,0.0,4,3,2300.0,0.0,4400.0,13000.0,2900.0,Yes,5600.0,601.0,306500.0,134300.0,Home Appliances EMI,67000.0,26,Eligible,6745.2,Eligible,Eligible,True,Correct,False,False
58.0,Male,Married,Post Graduate,76900.0,Private,36.0,Large Indian,Family,0.0,2,1,0.0,0.0,6400.0,18100.0,4100.0,Yes,15000.0,742.0,586800.0,215100.0,Home Appliances EMI,271000.0,14,Not_Eligible,12820.5,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,22900.0,Private,15.4,Startup,Own,0.0,3,2,5800.0,0.0,3300.0,3500.0,4000.0,Yes,2400.0,717.0,87900.0,31500.0,Home Appliances EMI,226000.0,20,Not_Eligible,1365.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Single,High School,46500.0,Private,8.1,Small,Rented,9400.0,2,1,12900.0,0.0,2500.0,10300.0,7100.0,Yes,13600.0,622.0,253800.0,120200.0,Vehicle EMI,608000.0,55,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Professional,45800.0,Self-employed,15.1,Mid-size,Own,0.0,3,2,9800.0,0.0,6700.0,8200.0,6600.0,No,0.0,742.0,150600.0,55800.0,Education EMI,473000.0,33,Not_Eligible,6525.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,28600.0,Government,10.5,Startup,Own,0.0,2,1,12400.0,24600.0,3300.0,7000.0,5400.0,No,0.0,695.0,120000.0,62600.0,Personal Loan EMI,555000.0,54,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,High School,59600.0,Private,6.7,MNC,Rented,14600.0,3,2,3800.0,0.0,3600.0,13700.0,3800.0,Yes,7600.0,669.0,438900.0,131100.0,Vehicle EMI,948000.0,63,Not_Eligible,4812.5,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Graduate,36100.0,Private,11.4,Large Indian,Rented,11500.0,4,3,0.0,5600.0,3700.0,7900.0,6300.0,No,0.0,614.0,47500.0,14200.0,Vehicle EMI,647000.0,26,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,47800.0,Private,3.6,MNC,Own,0.0,4,3,3100.0,0.0,4100.0,12300.0,9000.0,No,0.0,647.0,197100.0,74000.0,E-commerce Shopping EMI,178000.0,14,Not_Eligible,7720.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,57900.0,Self-employed,1.5,Startup,Own,0.0,2,1,0.0,0.0,4500.0,17200.0,3000.0,No,0.0,777.0,234600.0,114300.0,E-commerce Shopping EMI,98000.0,13,Eligible,17928.0,Eligible,Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,37600.0,Private,2.4,Large Indian,Family,0.0,4,3,0.0,0.0,5200.0,10700.0,7100.0,No,0.0,670.0,179600.0,63300.0,Vehicle EMI,1044000.0,18,Not_Eligible,7300.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Post Graduate,40600.0,Government,15.8,Startup,Own,0.0,4,3,0.0,0.0,4000.0,6100.0,7200.0,Yes,4600.0,762.0,276700.0,139500.0,Education EMI,389000.0,7,Not_Eligible,9503.34,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,High School,28900.0,Private,2.6,MNC,Family,0.0,2,1,5000.0,22100.0,1800.0,8500.0,3100.0,No,0.0,722.0,187100.0,69200.0,Personal Loan EMI,513000.0,60,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,FEMALE,Single,Professional,55600.0,Self-employed,0.5,Mid-size,Own,0.0,3,2,13600.0,0.0,6700.0,14600.0,5400.0,Yes,14100.0,658.0,197000.0,69600.0,Home Appliances EMI,278000.0,6,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Graduate,37500.0,Private,5.2,Mid-size,Own,0.0,4,3,0.0,0.0,4400.0,8500.0,3100.0,Yes,8800.0,706.0,53700.0,27600.0,Personal Loan EMI,525000.0,34,Not_Eligible,3556.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Graduate,20400.0,Private,0.5,Mid-size,Rented,6700.0,4,3,7700.0,0.0,2800.0,5100.0,3200.0,Yes,4300.0,535.0,61700.0,30700.0,Personal Loan EMI,433000.0,58,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Single,Graduate,105900.0,Private,23.6,Mid-size,Rented,19800.0,1,0,0.0,0.0,15000.0,23200.0,19200.0,Yes,25100.0,726.0,424000.0,114200.0,E-commerce Shopping EMI,26000.0,13,Not_Eligible,1260.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,78400.0,Government,7.4,Large Indian,Own,0.0,4,3,0.0,8000.0,4600.0,14500.0,7400.0,No,0.0,785.0,612400.0,292100.0,Personal Loan EMI,63000.0,39,Eligible,31871.4,Eligible,Eligible,True,Correct,False,False
27.0,Female,Single,Graduate,122600.0,Government,2.6,MNC,Own,0.0,2,1,0.0,16700.0,9400.0,27800.0,8400.0,No,0.0,766.0,209700.0,55900.0,E-commerce Shopping EMI,90000.0,5,Eligible,28944.0,Eligible,Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,49700.0,Private,10.6,Large Indian,Rented,11600.0,3,2,3800.0,15400.0,6200.0,12900.0,2700.0,No,0.0,776.0,245900.0,142100.0,E-commerce Shopping EMI,16000.0,4,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Post Graduate,29900.0,Private,21.7,Mid-size,Rented,5100.0,3,2,0.0,0.0,3800.0,5500.0,3800.0,No,0.0,734.0,62800.0,23400.0,E-commerce Shopping EMI,64000.0,24,Eligible,5850.0,Eligible,Eligible,True,Correct,False,False
27.0,Male,Single,High School,39700.0,Private,1.0,Mid-size,Family,0.0,1,0,0.0,0.0,3500.0,9800.0,6700.0,No,0.0,750.0,182300.0,77100.0,Education EMI,411000.0,38,Not_Eligible,11820.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Graduate,50200.0,Private,12.4,Large Indian,Own,16936.0,4,3,0.0,0.0,3400.0,8000.0,7300.0,No,0.0,654.0,258800.0,63300.0,E-commerce Shopping EMI,19000.0,16,Eligible,15750.0,Eligible,Eligible,True,Correct,False,False
27.0,Female,Married,Graduate,42900.0,Private,1.0,Large Indian,Family,0.0,2,1,14700.0,0.0,4500.0,11900.0,3600.0,No,0.0,592.0,322600.0,92900.0,Vehicle EMI,337000.0,59,Not_Eligible,3608.0,Not_Eligible,Not_Eligible,True,Correct,False,False
